250 -10709.499093
260 -10710.178861
270 -10710.661408
280 -10710.936171
290 -10711.122976
300 -10711.247240
310 -10711.317922
320 -10711.361174
330 -10711.383428
340 -10711.394479
350 -10711.399860
360 -10711.403136
370 -10711.404971
380 -10711.406686
390 -10711.409477
400 -10711.411107
