0 -7983.427658
0.142857 -8667.438493
0.333333 -9352.546102
0.6 -10036.787350
1 -10718.526746
1.66667 -11405.712665
3 -12088.767080
7 -12774.804668
7 -13460.658434
1
0.333333 -6433.982005
3 -7802.221094
